Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
"Egypt, Arab Rep.",EGY,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,249.3319
"Egypt, Arab Rep.",EGY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.17689107644029
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,14187.4827252965
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,646075277525.125
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.61100162090189
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.89294979737558
Argentina,ARG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,83.4342772957931
Argentina,ARG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,183.7784
Argentina,ARG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.03567968932418
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,4282.08851724506
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,429716969043.572
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.0464307361882
Viet Nam,VNM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.34348081998421
Viet Nam,VNM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,1712.76156220381
Viet Nam,VNM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,372.9485
Viet Nam,VNM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.71639615007114
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 06/05/2025,,,,
